Dosya_Adi,Payload_Bit,Toplam_Piksel,Guvenli_Piksel(K),Daralma_Orani(%),ABC_Suresi_sn,MSE,PSNR_dB,SSIM
9019.pgm,10000,65536,27040,41.2598,0.02357,0.076721,59.2817,0.999818
9020.pgm,10000,65536,60848,92.8467,0.02408,0.07637,59.3016,0.999885
9021.pgm,10000,65536,16800,25.6348,0.01803,0.077591,59.2327,0.9997
9022.pgm,10000,65536,13520,20.6299,0.01671,0.07692,59.2704,0.999744
9023.pgm,10000,65536,45200,68.9697,0.01899,0.076431,59.2981,0.999845
9024.pgm,10000,65536,37776,57.6416,0.01795,0.07634,59.3033,0.999803
9025.pgm,10000,65536,30864,47.0947,0.01942,0.076462,59.2964,0.999738
9026.pgm,10000,65536,23664,36.1084,0.01863,0.075043,59.3777,0.999733
9027.pgm,10000,65536,34944,53.3203,0.01966,0.075424,59.3557,0.999784
9028.pgm,10000,65536,33264,50.7568,0.01932,0.076172,59.3129,0.999787
9029.pgm,10000,65536,37376,57.0312,0.01989,0.077347,59.2464,0.999858
9030.pgm,10000,65536,39744,60.6445,0.02085,0.075348,59.3601,0.999824
9031.pgm,10000,65536,37136,56.665,0.01939,0.075607,59.3452,0.999818
9032.pgm,10000,65536,45440,69.3359,0.02063,0.07605,59.3198,0.999811
9033.pgm,10000,65536,34112,52.0508,0.01924,0.07634,59.3033,0.999773
9034.pgm,10000,65536,28000,42.7246,0.01834,0.076599,59.2886,0.999674
9035.pgm,10000,65536,51104,77.9785,0.02093,0.076065,59.319,0.99982
9036.pgm,10000,65536,59536,90.8447,0.02028,0.076797,59.2773,0.999794
9037.pgm,10000,65536,63408,96.7529,0.02074,0.076981,59.267,0.999837
9038.pgm,10000,65536,63184,96.4111,0.02164,0.076218,59.3102,0.999824
9039.pgm,10000,65536,63008,96.1426,0.02868,0.075729,59.3382,0.999827
9040.pgm,10000,65536,53728,81.9824,0.02903,0.076767,59.2791,0.999757
9041.pgm,10000,65536,62896,95.9717,0.02881,0.075821,59.3329,0.999821
9042.pgm,10000,65536,41312,63.0371,0.02734,0.076828,59.2756,0.999741
9043.pgm,10000,65536,41456,63.2568,0.0254,0.07608,59.3181,0.999748
9044.pgm,10000,65536,38960,59.4482,0.02502,0.076859,59.2739,0.999742
9045.pgm,10000,65536,41616,63.501,0.02198,0.076492,59.2946,0.9998
9046.pgm,10000,65536,39888,60.8643,0.01935,0.076523,59.2929,0.999775
9047.pgm,10000,65536,28224,43.0664,0.01767,0.077057,59.2627,0.999683
9048.pgm,10000,65536,31008,47.3145,0.01822,0.076508,59.2938,0.999721
9049.pgm,10000,65536,36336,55.4443,0.01898,0.077179,59.2558,0.999791
9050.pgm,10000,65536,37360,57.0068,0.0194,0.07605,59.3198,0.999712
9051.pgm,10000,65536,47328,72.2168,0.02139,0.076126,59.3155,0.99973
9052.pgm,10000,65536,50112,76.4648,0.02637,0.076889,59.2722,0.999769
9053.pgm,10000,65536,34896,53.2471,0.02886,0.077438,59.2412,0.999866
9054.pgm,10000,65536,36048,55.0049,0.03184,0.075104,59.3742,0.999901
9055.pgm,10000,65536,40944,62.4756,0.03286,0.075562,59.3478,0.999875
9056.pgm,10000,65536,38688,59.0332,0.03483,0.075821,59.3329,0.999874
9057.pgm,10000,65536,32192,49.1211,0.04137,0.075775,59.3355,0.999866
9058.pgm,10000,65536,34592,52.7832,0.09189,0.077332,59.2472,0.999876
9059.pgm,10000,65536,31600,48.2178,0.06393,0.076141,59.3146,0.999838
9060.pgm,10000,65536,33008,50.3662,0.03185,0.075668,59.3417,0.999766
9061.pgm,10000,65536,29264,44.6533,0.02321,0.076477,59.2955,0.999738
9062.pgm,10000,65536,46480,70.9229,0.02394,0.07634,59.3033,0.999819
9063.pgm,10000,65536,17680,26.9775,0.02009,0.07547,59.3531,0.999767
9064.pgm,10000,65536,30688,46.8262,0.02327,0.075241,59.3663,0.999674
9065.pgm,10000,65536,40208,61.3525,0.02815,0.076233,59.3094,0.999771
9066.pgm,10000,65536,45360,69.2139,0.03113,0.07515,59.3715,0.999796
9067.pgm,10000,65536,57728,88.0859,0.03372,0.076523,59.2929,0.999904
9068.pgm,10000,65536,58816,89.7461,0.0324,0.075745,59.3373,0.999924
9069.pgm,10000,65536,51328,78.3203,0.02898,0.076477,59.2955,0.999841
9070.pgm,10000,65536,55344,84.4482,0.02727,0.075974,59.3242,0.99985
9071.pgm,10000,65536,48800,74.4629,0.02344,0.077103,59.2601,0.99984
9072.pgm,10000,65536,61168,93.335,0.02425,0.077072,59.2618,0.999902
9073.pgm,10000,65536,51536,78.6377,0.02633,0.077621,59.231,0.999741
9074.pgm,10000,65536,32544,49.6582,0.02251,0.076187,59.312,0.999813
9075.pgm,10000,65536,33232,50.708,0.02002,0.075836,59.332,0.999821
9076.pgm,10000,65536,41616,63.501,0.02311,0.076828,59.2756,0.999835
9077.pgm,10000,65536,35440,54.0771,0.02212,0.076859,59.2739,0.999857
9078.pgm,10000,65536,43440,66.2842,0.02354,0.077133,59.2584,0.999824
9079.pgm,10000,65536,19584,29.8828,0.01759,0.07431,59.4203,0.99985
9080.pgm,10000,65536,25728,39.2578,0.01904,0.076584,59.2894,0.999842
9081.pgm,10000,65536,30480,46.5088,0.02862,0.075592,59.346,0.999805
9082.pgm,10000,65536,34688,52.9297,0.02532,0.076035,59.3207,0.99985
9083.pgm,10000,65536,33904,51.7334,0.02516,0.075012,59.3795,0.999859
9084.pgm,10000,65536,29952,45.7031,0.0245,0.076721,59.2817,0.999841
9085.pgm,10000,65536,55808,85.1562,0.02672,0.0755,59.3513,0.999797
9086.pgm,10000,65536,24640,37.5977,0.01904,0.077377,59.2447,0.999866
9087.pgm,10000,65536,26224,40.0146,0.01753,0.076889,59.2722,0.999911
9088.pgm,10000,65536,45728,69.7754,0.021,0.076508,59.2938,0.999835
9089.pgm,10000,65536,54448,83.0811,0.01976,0.07637,59.3016,0.999779
9090.pgm,10000,65536,57264,87.3779,0.0189,0.076218,59.3102,0.999797
9091.pgm,10000,65536,46240,70.5566,0.01882,0.075668,59.3417,0.99971
9092.pgm,10000,65536,24976,38.1104,0.01772,0.077606,59.2318,0.999691
9093.pgm,10000,65536,42048,64.1602,0.01949,0.075958,59.3251,0.999787
9094.pgm,10000,65536,38640,58.96,0.02123,0.076324,59.3042,0.999795
9095.pgm,10000,65536,42816,65.332,0.03055,0.074738,59.3954,0.99989
9096.pgm,10000,65536,46576,71.0693,0.02965,0.077209,59.2541,0.999898
9097.pgm,10000,65536,39968,60.9863,0.02966,0.075714,59.339,0.999841
9098.pgm,10000,65536,40336,61.5479,0.03021,0.076172,59.3129,0.999831
9099.pgm,10000,65536,31424,47.9492,0.02495,0.075867,59.3303,0.999855
9100.pgm,10000,65536,29872,45.5811,0.02347,0.075958,59.3251,0.999784
9101.pgm,10000,65536,34288,52.3193,0.0214,0.076645,59.286,0.999852
9102.pgm,10000,65536,23424,35.7422,0.0192,0.076675,59.2842,0.999702
9103.pgm,10000,65536,23680,36.1328,0.01836,0.07579,59.3347,0.999716
9104.pgm,10000,65536,30800,46.9971,0.018,0.076294,59.3059,0.999809
9105.pgm,10000,65536,25008,38.1592,0.01737,0.076752,59.2799,0.999688
9106.pgm,10000,65536,31712,48.3887,0.01758,0.076477,59.2955,0.999809
9107.pgm,10000,65536,60672,92.5781,0.03108,0.076492,59.2946,0.999811
9108.pgm,10000,65536,62896,95.9717,0.03137,0.0755,59.3513,0.999911
9109.pgm,10000,65536,19728,30.1025,0.02416,0.077698,59.2267,0.999703
9110.pgm,10000,65536,37552,57.2998,0.02736,0.075012,59.3795,0.999705
9111.pgm,10000,65536,35040,53.4668,0.02711,0.07692,59.2704,0.999795
9112.pgm,10000,65536,18976,28.9551,0.02406,0.07692,59.2704,0.99979
9113.pgm,10000,65536,20528,31.3232,0.02274,0.076874,59.273,0.999769
9114.pgm,10000,65536,44912,68.5303,0.02497,0.076019,59.3216,0.999828
9115.pgm,10000,65536,46848,71.4844,0.02305,0.076797,59.2773,0.999812
9116.pgm,10000,65536,45488,69.4092,0.02229,0.077377,59.2447,0.999761
9117.pgm,10000,65536,37312,56.9336,0.01953,0.075577,59.3469,0.999744
9118.pgm,10000,65536,18576,28.3447,0.0167,0.076385,59.3007,0.999836
9120.pgm,10000,65536,14576,22.2412,0.01544,0.076385,59.3007,0.9998
9121.pgm,10000,65536,26352,40.21,0.01936,0.075928,59.3268,0.999784
9122.pgm,10000,65536,58864,89.8193,0.02354,0.076691,59.2834,0.999885
9123.pgm,10000,65536,50768,77.4658,0.0228,0.076065,59.319,0.999827
9124.pgm,10000,65536,36528,55.7373,0.02107,0.076004,59.3224,0.999733
9125.pgm,10000,65536,20704,31.5918,0.01975,0.076996,59.2661,0.999666
9126.pgm,10000,65536,49728,75.8789,0.02516,0.075211,59.368,0.99971
9127.pgm,10000,65536,11552,17.627,0.01904,0.076569,59.2903,0.999817
9128.pgm,10000,65536,26544,40.5029,0.02042,0.076462,59.2964,0.999705
9129.pgm,10000,65536,29888,45.6055,0.02044,0.07695,59.2687,0.999759
9130.pgm,10000,65536,11488,17.5293,0.01844,0.076553,59.2912,0.999687
9131.pgm,10000,65536,16816,25.6592,0.0189,0.077118,59.2593,0.999754
9132.pgm,10000,65536,13968,21.3135,0.01749,0.075699,59.3399,0.99979
9134.pgm,10000,65536,22256,33.96,0.0183,0.076645,59.286,0.999789
9135.pgm,10000,65536,16800,25.6348,0.02092,0.076324,59.3042,0.999826
9136.pgm,10000,65536,20416,31.1523,0.02548,0.075455,59.3539,0.999874
9137.pgm,10000,65536,21584,32.9346,0.02535,0.076065,59.319,0.999865
9138.pgm,10000,65536,18160,27.71,0.02391,0.075592,59.346,0.999882
9139.pgm,10000,65536,24464,37.3291,0.0255,0.074982,59.3813,0.999818
9140.pgm,10000,65536,33296,50.8057,0.02603,0.075241,59.3663,0.99975
9141.pgm,10000,65536,42288,64.5264,0.02698,0.075424,59.3557,0.99985
9142.pgm,10000,65536,19824,30.249,0.02373,0.076416,59.299,0.999813
9143.pgm,10000,65536,24736,37.7441,0.0264,0.075974,59.3242,0.999857
9144.pgm,10000,65536,29408,44.873,0.02633,0.076187,59.312,0.999894
9145.pgm,10000,65536,18704,28.54,0.02317,0.075836,59.332,0.999788
9146.pgm,10000,65536,22704,34.6436,0.02277,0.076279,59.3068,0.999782
9147.pgm,10000,65536,29808,45.4834,0.02398,0.077179,59.2558,0.999836
9148.pgm,10000,65536,24032,36.6699,0.02293,0.076111,59.3163,0.999737
9149.pgm,10000,65536,23872,36.4258,0.02318,0.076157,59.3137,0.999812
9150.pgm,10000,65536,20112,30.6885,0.02129,0.076889,59.2722,0.999808
9151.pgm,10000,65536,27424,41.8457,0.02153,0.077271,59.2507,0.999841
9152.pgm,10000,65536,26432,40.332,0.02078,0.074478,59.4105,0.999871
9154.pgm,10000,65536,15456,23.584,0.0194,0.076248,59.3085,0.999773
9155.pgm,10000,65536,13568,20.7031,0.02104,0.075287,59.3636,0.999764
9159.pgm,10000,65536,15584,23.7793,0.02186,0.075653,59.3425,0.999706
9164.pgm,10000,65536,12768,19.4824,0.02063,0.076767,59.2791,0.999809
9165.pgm,10000,65536,31968,48.7793,0.02183,0.077652,59.2293,0.999811
9167.pgm,10000,65536,60032,91.6016,0.02338,0.076828,59.2756,0.999794
9168.pgm,10000,65536,45168,68.9209,0.0222,0.077667,59.2284,0.999892
9171.pgm,10000,65536,10352,15.7959,0.02262,0.076187,59.312,0.99974
9173.pgm,10000,65536,13184,20.1172,0.02366,0.077469,59.2395,0.999759
9176.pgm,10000,65536,17424,26.5869,0.02257,0.075592,59.346,0.999705
9178.pgm,10000,65536,42944,65.5273,0.02894,0.076996,59.2661,0.999812
9179.pgm,10000,65536,46288,70.6299,0.02734,0.075638,59.3434,0.999893
9180.pgm,10000,65536,11072,16.8945,0.02098,0.077011,59.2653,0.999684
9181.pgm,10000,65536,17520,26.7334,0.02171,0.075363,59.3592,0.999782
9183.pgm,10000,65536,23888,36.4502,0.02332,0.076202,59.3111,0.99961
9185.pgm,10000,65536,34512,52.6611,0.02344,0.07666,59.2851,0.999815
9186.pgm,10000,65536,17152,26.1719,0.02173,0.075287,59.3636,0.999712
9187.pgm,10000,65536,18320,27.9541,0.02136,0.076721,59.2817,0.999701
9189.pgm,10000,65536,11056,16.8701,0.02015,0.077423,59.2421,0.999779
9190.pgm,10000,65536,34544,52.71,0.02381,0.076462,59.2964,0.999897
9191.pgm,10000,65536,24912,38.0127,0.02624,0.07663,59.2868,0.999834
9192.pgm,10000,65536,47456,72.4121,0.03151,0.076263,59.3076,0.999881
9193.pgm,10000,65536,43040,65.6738,0.02915,0.076019,59.3216,0.999874
9194.pgm,10000,65536,13536,20.6543,0.02882,0.076401,59.2998,0.999768
9195.pgm,10000,65536,15440,23.5596,0.02816,0.076218,59.3102,0.999857
9196.pgm,10000,65536,14800,22.583,0.02387,0.076965,59.2679,0.999827
9197.pgm,10000,65536,12944,19.751,0.02282,0.077805,59.2208,0.999734
9198.pgm,10000,65536,11328,17.2852,0.02174,0.076172,59.3129,0.999705
9199.pgm,10000,65536,10288,15.6982,0.0217,0.07724,59.2524,0.999715
9200.pgm,10000,65536,11616,17.7246,0.02029,0.076538,59.292,0.999765
9201.pgm,10000,65536,10064,15.3564,0.02401,0.077225,59.2532,0.999824
9202.pgm,10000,65536,11728,17.8955,0.01922,0.076172,59.3129,0.999747
9203.pgm,10000,65536,24608,37.5488,0.0235,0.073883,59.4454,0.999827
9204.pgm,10000,65536,22432,34.2285,0.02248,0.076508,59.2938,0.999795
9205.pgm,10000,65536,35488,54.1504,0.02528,0.076889,59.2722,0.999847
9206.pgm,10000,65536,34080,52.002,0.02515,0.075607,59.3452,0.999853
9207.pgm,10000,65536,19600,29.9072,0.0234,0.076523,59.2929,0.999733
9208.pgm,10000,65536,24560,37.4756,0.02491,0.077057,59.2627,0.999786
9209.pgm,10000,65536,29344,44.7754,0.02619,0.074997,59.3804,0.999784
9210.pgm,10000,65536,36880,56.2744,0.03147,0.076218,59.3102,0.999805
9211.pgm,10000,65536,21200,32.3486,0.03611,0.076385,59.3007,0.999812
9212.pgm,10000,65536,10944,16.6992,0.03366,0.075699,59.3399,0.999766
9213.pgm,10000,65536,12656,19.3115,0.03021,0.078033,59.208,0.999802
9214.pgm,10000,65536,12160,18.5547,0.02819,0.075836,59.332,0.999755
9216.pgm,10000,65536,23360,35.6445,0.03765,0.074661,59.3999,0.9998
9217.pgm,10000,65536,20768,31.6895,0.02647,0.076096,59.3172,0.999817
9218.pgm,10000,65536,21536,32.8613,0.02477,0.074997,59.3804,0.999854
9219.pgm,10000,65536,22944,35.0098,0.0244,0.07869,59.1716,0.999859
9220.pgm,10000,65536,18880,28.8086,0.02468,0.075928,59.3268,0.999857
9221.pgm,10000,65536,18208,27.7832,0.02822,0.076096,59.3172,0.999854
9222.pgm,10000,65536,18160,27.71,0.03369,0.076248,59.3085,0.999782
9223.pgm,10000,65536,18528,28.2715,0.05026,0.075531,59.3496,0.999788
9224.pgm,10000,65536,20384,31.1035,0.04878,0.076462,59.2964,0.999788
9225.pgm,10000,65536,22592,34.4727,0.03448,0.076996,59.2661,0.999854
9226.pgm,10000,65536,21648,33.0322,0.02937,0.07637,59.3016,0.999871
9227.pgm,10000,65536,16368,24.9756,0.01967,0.076218,59.3102,0.999757
9228.pgm,10000,65536,16832,25.6836,0.01819,0.076111,59.3163,0.999798
9229.pgm,10000,65536,18800,28.6865,0.02169,0.076447,59.2972,0.999808
9230.pgm,10000,65536,17184,26.2207,0.01975,0.076736,59.2808,0.999779
9231.pgm,10000,65536,15616,23.8281,0.01706,0.074188,59.4275,0.999648
9232.pgm,10000,65536,18752,28.6133,0.01585,0.076752,59.2799,0.999798
9234.pgm,10000,65536,50560,77.1484,0.04619,0.076599,59.2886,0.999715
9235.pgm,10000,65536,41312,63.0371,0.04085,0.074371,59.4167,0.999818
9236.pgm,10000,65536,38400,58.5938,0.02684,0.076141,59.3146,0.999765
9237.pgm,10000,65536,16528,25.2197,0.02065,0.076553,59.2912,0.999728
9238.pgm,10000,65536,17232,26.2939,0.02181,0.0755,59.3513,0.999777
9239.pgm,10000,65536,15328,23.3887,0.02443,0.075455,59.3539,0.999761
9240.pgm,10000,65536,48512,74.0234,0.0294,0.076065,59.319,0.999765
9241.pgm,10000,65536,40864,62.3535,0.02777,0.075165,59.3707,0.999867
9242.pgm,10000,65536,35344,53.9307,0.02319,0.075607,59.3452,0.999842
9243.pgm,10000,65536,18176,27.7344,0.01903,0.07605,59.3198,0.99984
9244.pgm,10000,65536,59824,91.2842,0.02176,0.076981,59.267,0.999921
9245.pgm,10000,65536,60144,91.7725,0.02199,0.078201,59.1987,0.999913
9246.pgm,10000,65536,29856,45.5566,0.02345,0.075668,59.3417,0.999663
9247.pgm,10000,65536,26448,40.3564,0.02427,0.076996,59.2661,0.999795
9248.pgm,10000,65536,41600,63.4766,0.02552,0.077194,59.255,0.999858
9249.pgm,10000,65536,38992,59.4971,0.02494,0.076569,59.2903,0.999825
9250.pgm,10000,65536,55008,83.9355,0.02753,0.075684,59.3408,0.999857
9251.pgm,10000,65536,52896,80.7129,0.02759,0.075699,59.3399,0.999823
9252.pgm,10000,65536,65248,99.5605,0.02631,0.075989,59.3233,0.999794
9253.pgm,10000,65536,65424,99.8291,0.02469,0.076874,59.273,0.999855
9254.pgm,10000,65536,56224,85.791,0.02373,0.076065,59.319,0.999887
9255.pgm,10000,65536,28992,44.2383,0.01998,0.077133,59.2584,0.999697
9256.pgm,10000,65536,34352,52.417,0.02034,0.075684,59.3408,0.999874
9257.pgm,10000,65536,47296,72.168,0.02383,0.077103,59.2601,0.999822
9262.pgm,10000,65536,33520,51.1475,0.03135,0.077179,59.2558,0.99986
9263.pgm,10000,65536,14768,22.5342,0.03411,0.076385,59.3007,0.999747
9264.pgm,10000,65536,23552,35.9375,0.0882,0.077286,59.2498,0.999782
9265.pgm,10000,65536,18144,27.6855,0.05959,0.076599,59.2886,0.99984
9266.pgm,10000,65536,18032,27.5146,0.02968,0.074707,59.3972,0.99977
9267.pgm,10000,65536,27008,41.2109,0.02412,0.077377,59.2447,0.999868
9268.pgm,10000,65536,25056,38.2324,0.01977,0.075348,59.3601,0.999853
9269.pgm,10000,65536,18960,28.9307,0.01976,0.077606,59.2318,0.999806
9270.pgm,10000,65536,19904,30.3711,0.02309,0.076767,59.2791,0.999807
9271.pgm,10000,65536,14368,21.9238,0.0218,0.077759,59.2233,0.999752
9272.pgm,10000,65536,24816,37.8662,0.02301,0.07489,59.3866,0.999824
9273.pgm,10000,65536,23440,35.7666,0.0214,0.076309,59.305,0.999808
9274.pgm,10000,65536,24304,37.085,0.02061,0.076096,59.3172,0.999818
9275.pgm,10000,65536,23456,35.791,0.01963,0.077728,59.225,0.999804
9276.pgm,10000,65536,22272,33.9844,0.02042,0.076096,59.3172,0.999799
9277.pgm,10000,65536,18208,27.7832,0.01978,0.076248,59.3085,0.999833
9278.pgm,10000,65536,21552,32.8857,0.01911,0.076508,59.2938,0.999819
9279.pgm,10000,65536,22528,34.375,0.01889,0.077316,59.2481,0.999839
9280.pgm,10000,65536,18848,28.7598,0.01755,0.07515,59.3715,0.999791
9281.pgm,10000,65536,20080,30.6396,0.01698,0.076447,59.2972,0.999747
9282.pgm,10000,65536,23712,36.1816,0.02151,0.077408,59.243,0.999813
9283.pgm,10000,65536,22160,33.8135,0.02532,0.07579,59.3347,0.999809
9284.pgm,10000,65536,18208,27.7832,0.02351,0.075363,59.3592,0.999755
9285.pgm,10000,65536,22928,34.9854,0.02315,0.075912,59.3277,0.999799
9286.pgm,10000,65536,22384,34.1553,0.02536,0.075378,59.3583,0.999786
9287.pgm,10000,65536,17296,26.3916,0.02523,0.077423,59.2421,0.999736
9288.pgm,10000,65536,22816,34.8145,0.02522,0.077682,59.2276,0.999808
9289.pgm,10000,65536,18624,28.418,0.02492,0.076859,59.2739,0.999767
9290.pgm,10000,65536,18816,28.7109,0.02477,0.076035,59.3207,0.999753
9291.pgm,10000,65536,18832,28.7354,0.02502,0.076004,59.3224,0.999755
9292.pgm,10000,65536,17984,27.4414,0.02546,0.075821,59.3329,0.999755
9293.pgm,10000,65536,17216,26.2695,0.02574,0.075165,59.3707,0.99966
9294.pgm,10000,65536,16864,25.7324,0.0252,0.077438,59.2412,0.999653
9295.pgm,10000,65536,21312,32.5195,0.02617,0.076889,59.2722,0.999786
9296.pgm,10000,65536,17456,26.6357,0.02664,0.075455,59.3539,0.999798
9297.pgm,10000,65536,20944,31.958,0.03004,0.074982,59.3813,0.999827
9298.pgm,10000,65536,25328,38.6475,0.03124,0.077499,59.2378,0.999879
9299.pgm,10000,65536,31328,47.8027,0.03225,0.07692,59.2704,0.999856
9300.pgm,10000,65536,17792,27.1484,0.03984,0.075668,59.3417,0.999823
9301.pgm,10000,65536,25136,38.3545,0.08021,0.07605,59.3198,0.999788
9302.pgm,10000,65536,28864,44.043,0.05816,0.075699,59.3399,0.999793
9303.pgm,10000,65536,25984,39.6484,0.03717,0.076859,59.2739,0.999748
9304.pgm,10000,65536,15776,24.0723,0.02973,0.075073,59.376,0.999835
9305.pgm,10000,65536,44944,68.5791,0.03163,0.076752,59.2799,0.99982
9306.pgm,10000,65536,14352,21.8994,0.02397,0.075821,59.3329,0.999784
9307.pgm,10000,65536,12096,18.457,0.02073,0.077637,59.2301,0.999812
9308.pgm,10000,65536,17936,27.3682,0.01941,0.076736,59.2808,0.999799
9309.pgm,10000,65536,17744,27.0752,0.01813,0.076508,59.2938,0.999749
9310.pgm,10000,65536,29904,45.6299,0.02122,0.075668,59.3417,0.999911
9311.pgm,10000,65536,34432,52.5391,0.03038,0.078247,59.1961,0.999916
9312.pgm,10000,65536,30864,47.0947,0.02019,0.076126,59.3155,0.999909
9316.pgm,10000,65536,23408,35.7178,0.01813,0.074982,59.3813,0.999743
9317.pgm,10000,65536,26864,40.9912,0.01735,0.076965,59.2679,0.999713
9318.pgm,10000,65536,17968,27.417,0.01594,0.077438,59.2412,0.999542
9319.pgm,10000,65536,19744,30.127,0.01773,0.076294,59.3059,0.999548
9320.pgm,10000,65536,32880,50.1709,0.01905,0.07663,59.2868,0.999858
9321.pgm,10000,65536,13136,20.0439,0.01815,0.075363,59.3592,0.999761
9322.pgm,10000,65536,12496,19.0674,0.01787,0.076019,59.3216,0.999745
9323.pgm,10000,65536,32336,49.3408,0.028,0.076508,59.2938,0.999893
9324.pgm,10000,65536,32688,49.8779,0.03048,0.075958,59.3251,0.999844
9325.pgm,10000,65536,60208,91.8701,0.02895,0.075714,59.339,0.999848
9326.pgm,10000,65536,38464,58.6914,0.02484,0.075912,59.3277,0.999757
9327.pgm,10000,65536,29760,45.4102,0.02176,0.075974,59.3242,0.999741
9328.pgm,10000,65536,15424,23.5352,0.019,0.077255,59.2515,0.999813
9329.pgm,10000,65536,34800,53.1006,0.02069,0.077728,59.225,0.999861
9330.pgm,10000,65536,36704,56.0059,0.02121,0.075455,59.3539,0.999823
9331.pgm,10000,65536,36688,55.9814,0.01999,0.07547,59.3531,0.999876
9332.pgm,10000,65536,11616,17.7246,0.01815,0.075897,59.3285,0.999672
9334.pgm,10000,65536,32688,49.8779,0.02183,0.077042,59.2635,0.999848
9335.pgm,10000,65536,11584,17.6758,0.0188,0.075958,59.3251,0.999781
9337.pgm,10000,65536,11888,18.1396,0.01795,0.076996,59.2661,0.999826
9338.pgm,10000,65536,21296,32.4951,0.01896,0.075729,59.3382,0.999628
9339.pgm,10000,65536,37904,57.8369,0.0205,0.07663,59.2868,0.99983
9340.pgm,10000,65536,36784,56.1279,0.01962,0.076172,59.3129,0.999686
9341.pgm,10000,65536,35968,54.8828,0.0198,0.077209,59.2541,0.999852
9342.pgm,10000,65536,33200,50.6592,0.0184,0.07579,59.3347,0.999832
9343.pgm,10000,65536,33376,50.9277,0.01784,0.075607,59.3452,0.999826
9347.pgm,10000,65536,19712,30.0781,0.01692,0.075424,59.3557,0.999539
9348.pgm,10000,65536,19840,30.2734,0.02152,0.076294,59.3059,0.999521
9349.pgm,10000,65536,18704,28.54,0.02674,0.07579,59.3347,0.999532
9350.pgm,10000,65536,20576,31.3965,0.10017,0.075699,59.3399,0.999537
9351.pgm,10000,65536,16336,24.9268,0.12496,0.075958,59.3251,0.999541
9352.pgm,10000,65536,18976,28.9551,0.05264,0.076141,59.3146,0.999536
9353.pgm,10000,65536,35408,54.0283,0.03293,0.075943,59.3259,0.999727
9354.pgm,10000,65536,39600,60.4248,0.02563,0.077179,59.2558,0.99973
9355.pgm,10000,65536,16160,24.6582,0.02361,0.075897,59.3285,0.999518
9356.pgm,10000,65536,19216,29.3213,0.02708,0.077072,59.2618,0.999498
9357.pgm,10000,65536,14592,22.2656,0.02465,0.07605,59.3198,0.999794
9358.pgm,10000,65536,19184,29.2725,0.02679,0.076096,59.3172,0.999853
9359.pgm,10000,65536,23648,36.084,0.02864,0.076309,59.305,0.99986
9360.pgm,10000,65536,19968,30.4688,0.02949,0.07576,59.3364,0.999855
