Dosya_Adi,Payload_Bit,Toplam_Piksel,Guvenli_Piksel(K),Daralma_Orani(%),ABC_Suresi_sn,MSE,PSNR_dB,SSIM
8665.pgm,10000,65536,24880,37.9639,0.03477,0.075562,59.3478,0.999778
8666.pgm,10000,65536,37984,57.959,0.18634,0.075455,59.3539,0.999875
8667.pgm,10000,65536,41216,62.8906,0.05024,0.076447,59.2972,0.999805
8668.pgm,10000,65536,33472,51.0742,0.02602,0.075623,59.3443,0.999737
8669.pgm,10000,65536,40672,62.0605,0.02235,0.076721,59.2817,0.999864
8670.pgm,10000,65536,33440,51.0254,0.01885,0.075272,59.3645,0.999806
8671.pgm,10000,65536,38240,58.3496,0.01855,0.077179,59.2558,0.99983
8672.pgm,10000,65536,43808,66.8457,0.01996,0.075333,59.361,0.999856
8673.pgm,10000,65536,39376,60.083,0.02149,0.075943,59.3259,0.999811
8674.pgm,10000,65536,39952,60.9619,0.02256,0.076141,59.3146,0.999795
8675.pgm,10000,65536,43536,66.4307,0.02692,0.077759,59.2233,0.999907
8676.pgm,10000,65536,25424,38.7939,0.03215,0.076065,59.319,0.999889
8677.pgm,10000,65536,39888,60.8643,0.06611,0.076721,59.2817,0.999844
8678.pgm,10000,65536,28544,43.5547,0.12084,0.075455,59.3539,0.99976
8679.pgm,10000,65536,16080,24.5361,0.0637,0.076126,59.3155,0.999836
8680.pgm,10000,65536,30704,46.8506,0.05418,0.076904,59.2713,0.999787
8681.pgm,10000,65536,33744,51.4893,0.05283,0.075775,59.3355,0.999866
8682.pgm,10000,65536,33744,51.4893,0.07239,0.075775,59.3355,0.999875
8683.pgm,10000,65536,30176,46.0449,0.1786,0.07486,59.3883,0.999841
8684.pgm,10000,65536,39600,60.4248,0.08422,0.077423,59.2421,0.99984
8685.pgm,10000,65536,44496,67.8955,0.05805,0.077423,59.2421,0.999848
8686.pgm,10000,65536,29552,45.0928,0.05025,0.075638,59.3434,0.999832
8687.pgm,10000,65536,19696,30.0537,0.08416,0.076797,59.2773,0.999741
8688.pgm,10000,65536,23952,36.5479,0.07571,0.076019,59.3216,0.999816
8689.pgm,10000,65536,20912,31.9092,0.02752,0.077255,59.2515,0.999738
8690.pgm,10000,65536,29136,44.458,0.02269,0.077255,59.2515,0.999823
8691.pgm,10000,65536,21168,32.2998,0.02135,0.076965,59.2679,0.999797
8692.pgm,10000,65536,17152,26.1719,0.02434,0.077545,59.2353,0.999754
8693.pgm,10000,65536,20608,31.4453,0.03452,0.076263,59.3076,0.999765
8694.pgm,10000,65536,33232,50.708,0.16693,0.075378,59.3583,0.999793
8695.pgm,10000,65536,21856,33.3496,0.02939,0.076569,59.2903,0.999795
8696.pgm,10000,65536,25696,39.209,0.02234,0.075134,59.3724,0.999799
8697.pgm,10000,65536,23280,35.5225,0.01944,0.07547,59.3531,0.999844
8698.pgm,10000,65536,26080,39.7949,0.0201,0.076569,59.2903,0.999821
8699.pgm,10000,65536,36128,55.127,0.02629,0.075974,59.3242,0.999885
8700.pgm,10000,65536,30400,46.3867,0.0249,0.076904,59.2713,0.999852
8701.pgm,10000,65536,21136,32.251,0.03236,0.076569,59.2903,0.999839
8702.pgm,10000,65536,21168,32.2998,0.17776,0.077179,59.2558,0.999818
8703.pgm,10000,65536,62016,94.6289,0.04237,0.074554,59.4061,0.999904
8704.pgm,10000,65536,15872,24.2188,0.02326,0.077179,59.2558,0.999722
8705.pgm,10000,65536,15456,23.584,0.02058,0.075592,59.346,0.999729
8706.pgm,10000,65536,15504,23.6572,0.01815,0.076233,59.3094,0.999727
8707.pgm,10000,65536,20688,31.5674,0.01872,0.076691,59.2834,0.999801
8708.pgm,10000,65536,29392,44.8486,0.02151,0.075806,59.3338,0.999725
8709.pgm,10000,65536,22720,34.668,0.02149,0.075272,59.3645,0.999824
8710.pgm,10000,65536,31312,47.7783,0.02294,0.075424,59.3557,0.999687
8711.pgm,10000,65536,28128,42.9199,0.02439,0.07547,59.3531,0.999815
8712.pgm,10000,65536,38848,59.2773,0.03306,0.075455,59.3539,0.99992
8713.pgm,10000,65536,60608,92.4805,0.17216,0.076889,59.2722,0.999939
8714.pgm,10000,65536,55024,83.96,0.05435,0.077759,59.2233,0.99989
8715.pgm,10000,65536,51104,77.9785,0.02796,0.075333,59.361,0.999885
8716.pgm,10000,65536,24048,36.6943,0.01841,0.077499,59.2378,0.999474
8717.pgm,10000,65536,41392,63.1592,0.02001,0.077438,59.2412,0.999742
8718.pgm,10000,65536,43248,65.9912,0.02436,0.074951,59.383,0.999837
8719.pgm,10000,65536,49728,75.8789,0.0232,0.075348,59.3601,0.999892
8720.pgm,10000,65536,48352,73.7793,0.02385,0.076248,59.3085,0.999907
8721.pgm,10000,65536,54400,83.0078,0.0356,0.07547,59.3531,0.99996
8722.pgm,10000,65536,51472,78.54,0.20192,0.076248,59.3085,0.999917
8723.pgm,10000,65536,48880,74.585,0.03433,0.075562,59.3478,0.999853
8724.pgm,10000,65536,55232,84.2773,0.02661,0.076431,59.2981,0.999906
8725.pgm,10000,65536,35360,53.9551,0.02135,0.076111,59.3163,0.999829
8726.pgm,10000,65536,32688,49.8779,0.02517,0.076157,59.3137,0.999893
8727.pgm,10000,65536,29040,44.3115,0.02572,0.076538,59.292,0.999828
8728.pgm,10000,65536,33424,51.001,0.0248,0.075378,59.3583,0.999855
8729.pgm,10000,65536,44720,68.2373,0.02734,0.077377,59.2447,0.999854
8730.pgm,10000,65536,24736,37.7441,0.02875,0.074966,59.3821,0.99987
8731.pgm,10000,65536,34944,53.3203,0.04987,0.07518,59.3698,0.999886
8732.pgm,10000,65536,16032,24.4629,0.10933,0.076279,59.3068,0.999843
8733.pgm,10000,65536,42064,64.1846,0.03487,0.07663,59.2868,0.999912
8734.pgm,10000,65536,37632,57.4219,0.02706,0.07634,59.3033,0.999864
8735.pgm,10000,65536,41344,63.0859,0.02545,0.076401,59.2998,0.999904
8736.pgm,10000,65536,42384,64.6729,0.02581,0.07692,59.2704,0.999911
8737.pgm,10000,65536,49456,75.4639,0.02947,0.075882,59.3294,0.999915
8738.pgm,10000,65536,36048,55.0049,0.05144,0.076508,59.2938,0.999879
8739.pgm,10000,65536,37840,57.7393,0.15296,0.076706,59.2825,0.999894
8740.pgm,10000,65536,39072,59.6191,0.03625,0.077408,59.243,0.999896
8741.pgm,10000,65536,49920,76.1719,0.02972,0.077026,59.2644,0.999887
8742.pgm,10000,65536,24000,36.6211,0.01865,0.075958,59.3251,0.999873
8743.pgm,10000,65536,38224,58.3252,0.01942,0.076935,59.2696,0.999894
8744.pgm,10000,65536,50432,76.9531,0.02572,0.075928,59.3268,0.999922
8745.pgm,10000,65536,45264,69.0674,0.02541,0.076508,59.2938,0.99991
8746.pgm,10000,65536,44112,67.3096,0.02791,0.076523,59.2929,0.999893
8747.pgm,10000,65536,40784,62.2314,0.03068,0.076431,59.2981,0.999884
8748.pgm,10000,65536,54144,82.6172,0.04015,0.077271,59.2507,0.99994
8749.pgm,10000,65536,39808,60.7422,0.19668,0.075546,59.3487,0.999884
8750.pgm,10000,65536,37376,57.0312,0.04604,0.07579,59.3347,0.999901
8751.pgm,10000,65536,37488,57.2021,0.0263,0.076508,59.2938,0.999849
8752.pgm,10000,65536,51216,78.1494,0.02301,0.077072,59.2618,0.999815
8753.pgm,10000,65536,46320,70.6787,0.02364,0.076477,59.2955,0.999903
8754.pgm,10000,65536,43776,66.7969,0.02591,0.076187,59.312,0.999892
8755.pgm,10000,65536,50720,77.3926,0.02793,0.075317,59.3619,0.999909
8756.pgm,10000,65536,38080,58.1055,0.02586,0.076706,59.2825,0.999903
8757.pgm,10000,65536,42208,64.4043,0.02755,0.077454,59.2404,0.999806
8758.pgm,10000,65536,33360,50.9033,0.0279,0.076431,59.2981,0.99985
8759.pgm,10000,65536,44832,68.4082,0.07105,0.075439,59.3548,0.999903
8760.pgm,10000,65536,45152,68.8965,0.11575,0.076477,59.2955,0.999894
8761.pgm,10000,65536,46336,70.7031,0.07577,0.075562,59.3478,0.999903
8762.pgm,10000,65536,55984,85.4248,0.05902,0.074493,59.4096,0.999938
8763.pgm,10000,65536,43424,66.2598,0.04447,0.076691,59.2834,0.99988
8764.pgm,10000,65536,37184,56.7383,0.0439,0.076599,59.2886,0.99982
8765.pgm,10000,65536,40144,61.2549,0.04825,0.074677,59.399,0.999925
8766.pgm,10000,65536,38032,58.0322,0.04462,0.07547,59.3531,0.999844
8767.pgm,10000,65536,42640,65.0635,0.04391,0.075684,59.3408,0.999859
8768.pgm,10000,65536,44448,67.8223,0.04603,0.075806,59.3338,0.999858
8769.pgm,10000,65536,52496,80.1025,0.03551,0.077332,59.2472,0.999874
8770.pgm,10000,65536,49008,74.7803,0.03376,0.076874,59.273,0.999909
8771.pgm,10000,65536,61024,93.1152,0.03638,0.076218,59.3102,0.999883
8772.pgm,10000,65536,36112,55.1025,0.03135,0.075745,59.3373,0.999894
8773.pgm,10000,65536,28928,44.1406,0.03122,0.076447,59.2972,0.999877
8774.pgm,10000,65536,46352,70.7275,0.03712,0.076248,59.3085,0.999926
8775.pgm,10000,65536,35968,54.8828,0.04476,0.076691,59.2834,0.999819
8776.pgm,10000,65536,22464,34.2773,0.1451,0.075943,59.3259,0.999718
8777.pgm,10000,65536,26512,40.4541,0.08482,0.076508,59.2938,0.999844
8778.pgm,10000,65536,23536,35.9131,0.05162,0.076126,59.3155,0.999868
8779.pgm,10000,65536,12912,19.7021,0.03652,0.075699,59.3399,0.999818
8780.pgm,10000,65536,32512,49.6094,0.03494,0.07579,59.3347,0.999873
8781.pgm,10000,65536,24608,37.5488,0.02966,0.074783,59.3928,0.999853
8782.pgm,10000,65536,17824,27.1973,0.02717,0.075943,59.3259,0.999833
8783.pgm,10000,65536,20832,31.7871,0.02588,0.075821,59.3329,0.999823
8784.pgm,10000,65536,27280,41.626,0.02756,0.077179,59.2558,0.999884
8785.pgm,10000,65536,21744,33.1787,0.04087,0.076599,59.2886,0.999775
8786.pgm,10000,65536,33200,50.6592,0.20023,0.077164,59.2567,0.99986
8787.pgm,10000,65536,27792,42.4072,0.03301,0.076645,59.286,0.999817
8788.pgm,10000,65536,36864,56.25,0.02443,0.076675,59.2842,0.999919
8789.pgm,10000,65536,28256,43.1152,0.02046,0.074768,59.3936,0.999789
8790.pgm,10000,65536,35328,53.9062,0.02035,0.075928,59.3268,0.999818
8791.pgm,10000,65536,38688,59.0332,0.02247,0.076706,59.2825,0.99985
8792.pgm,10000,65536,45264,69.0674,0.03497,0.075745,59.3373,0.999864
8793.pgm,10000,65536,23200,35.4004,0.21717,0.077209,59.2541,0.99991
8794.pgm,10000,65536,39184,59.79,0.04077,0.076355,59.3024,0.999893
8795.pgm,10000,65536,35936,54.834,0.02677,0.07576,59.3364,0.999877
8796.pgm,10000,65536,21136,32.251,0.02083,0.07608,59.3181,0.999819
8797.pgm,10000,65536,44864,68.457,0.02306,0.077194,59.255,0.999857
8798.pgm,10000,65536,11680,17.8223,0.01829,0.076996,59.2661,0.999779
8799.pgm,10000,65536,28240,43.0908,0.0197,0.077744,59.2242,0.999754
8800.pgm,10000,65536,24848,37.915,0.0203,0.076935,59.2696,0.999859
8801.pgm,10000,65536,31104,47.4609,0.02329,0.076462,59.2964,0.999871
8802.pgm,10000,65536,34224,52.2217,0.02721,0.076599,59.2886,0.999871
8803.pgm,10000,65536,34688,52.9297,0.12453,0.075272,59.3645,0.999904
8804.pgm,10000,65536,31472,48.0225,0.05702,0.077026,59.2644,0.999871
8805.pgm,10000,65536,36256,55.3223,0.02907,0.077011,59.2653,0.999911
8806.pgm,10000,65536,35680,54.4434,0.02247,0.076996,59.2661,0.999852
8807.pgm,10000,65536,18592,28.3691,0.01751,0.076691,59.2834,0.999866
8808.pgm,10000,65536,24384,37.207,0.01863,0.07579,59.3347,0.999756
8809.pgm,10000,65536,45952,70.1172,0.02431,0.076462,59.2964,0.999839
8810.pgm,10000,65536,24880,37.9639,0.02141,0.07518,59.3698,0.999818
8811.pgm,10000,65536,25744,39.2822,0.02211,0.077682,59.2276,0.999767
8812.pgm,10000,65536,40688,62.085,0.02981,0.076096,59.3172,0.999918
8813.pgm,10000,65536,34720,52.9785,0.12104,0.076904,59.2713,0.999816
8814.pgm,10000,65536,25536,38.9648,0.0623,0.07576,59.3364,0.99979
8816.pgm,10000,65536,21328,32.5439,0.02676,0.077133,59.2584,0.999729
8817.pgm,10000,65536,28416,43.3594,0.02219,0.076218,59.3102,0.999791
8818.pgm,10000,65536,39680,60.5469,0.02152,0.07547,59.3531,0.999797
8819.pgm,10000,65536,22752,34.7168,0.01725,0.076309,59.305,0.999714
8820.pgm,10000,65536,45728,69.7754,0.01985,0.077164,59.2567,0.999922
8821.pgm,10000,65536,46992,71.7041,0.02039,0.075836,59.332,0.999864
8822.pgm,10000,65536,34144,52.0996,0.01964,0.076187,59.312,0.999766
8823.pgm,10000,65536,28768,43.8965,0.02188,0.076385,59.3007,0.99985
8824.pgm,10000,65536,18944,28.9062,0.03253,0.075821,59.3329,0.999791
8825.pgm,10000,65536,58288,88.9404,0.18191,0.076385,59.3007,0.999829
8826.pgm,10000,65536,31888,48.6572,0.03003,0.077148,59.2575,0.999919
8827.pgm,10000,65536,34080,52.002,0.02347,0.07692,59.2704,0.999906
8828.pgm,10000,65536,30352,46.3135,0.02046,0.075729,59.3382,0.999885
8829.pgm,10000,65536,37584,57.3486,0.02131,0.076859,59.2739,0.999896
8830.pgm,10000,65536,37632,57.4219,0.02999,0.076187,59.312,0.999891
8831.pgm,10000,65536,35072,53.5156,0.0307,0.077103,59.2601,0.99986
8833.pgm,10000,65536,16128,24.6094,0.03175,0.075531,59.3496,0.999726
8834.pgm,10000,65536,31920,48.7061,0.06129,0.077026,59.2644,0.999928
8835.pgm,10000,65536,25808,39.3799,0.15814,0.076492,59.2946,0.999901
8836.pgm,10000,65536,14400,21.9727,0.0526,0.076294,59.3059,0.999761
8837.pgm,10000,65536,21568,32.9102,0.04151,0.077347,59.2464,0.999878
8838.pgm,10000,65536,18752,28.6133,0.03516,0.076035,59.3207,0.999814
8839.pgm,10000,65536,21488,32.7881,0.03453,0.075119,59.3733,0.999805
8840.pgm,10000,65536,23344,35.6201,0.03671,0.076752,59.2799,0.999839
8841.pgm,10000,65536,29568,45.1172,0.03759,0.07637,59.3016,0.999806
8842.pgm,10000,65536,18736,28.5889,0.03279,0.075348,59.3601,0.999766
8843.pgm,10000,65536,40000,61.0352,0.03606,0.076828,59.2756,0.999862
8844.pgm,10000,65536,41168,62.8174,0.03858,0.076828,59.2756,0.999881
8845.pgm,10000,65536,41984,64.0625,0.04439,0.076736,59.2808,0.999879
8846.pgm,10000,65536,29888,45.6055,0.08563,0.075912,59.3277,0.999867
8847.pgm,10000,65536,20096,30.6641,0.0713,0.076324,59.3042,0.9998
8848.pgm,10000,65536,14880,22.7051,0.03349,0.076584,59.2894,0.999811
8849.pgm,10000,65536,12144,18.5303,0.02603,0.076782,59.2782,0.999789
8850.pgm,10000,65536,12368,18.8721,0.02258,0.076004,59.3224,0.999793
8851.pgm,10000,65536,16352,24.9512,0.02283,0.076477,59.2955,0.999715
8852.pgm,10000,65536,16592,25.3174,0.02215,0.076157,59.3137,0.999643
8853.pgm,10000,65536,22800,34.79,0.02734,0.076187,59.312,0.999674
8854.pgm,10000,65536,35376,53.9795,0.03313,0.07666,59.2851,0.999734
8855.pgm,10000,65536,27536,42.0166,0.04447,0.076691,59.2834,0.999741
8856.pgm,10000,65536,24928,38.0371,0.06422,0.075851,59.3312,0.999756
8857.pgm,10000,65536,25248,38.5254,0.28226,0.075607,59.3452,0.999728
8858.pgm,10000,65536,23552,35.9375,0.12768,0.076538,59.292,0.999727
8859.pgm,10000,65536,17920,27.3438,0.10024,0.076141,59.3146,0.999733
8860.pgm,10000,65536,26416,40.3076,0.0972,0.076569,59.2903,0.999696
8861.pgm,10000,65536,12000,18.3105,0.0608,0.076614,59.2877,0.999656
8862.pgm,10000,65536,10208,15.5762,0.05056,0.076248,59.3085,0.999735
8863.pgm,10000,65536,40640,62.0117,0.04854,0.076416,59.299,0.999718
8864.pgm,10000,65536,23584,35.9863,0.04453,0.075806,59.3338,0.999721
8867.pgm,10000,65536,16176,24.6826,0.03796,0.077332,59.2472,0.999685
8868.pgm,10000,65536,11200,17.0898,0.04027,0.077835,59.219,0.999724
8869.pgm,10000,65536,38224,58.3252,0.08598,0.076431,59.2981,0.99985
8870.pgm,10000,65536,42416,64.7217,0.09412,0.075806,59.3338,0.999887
8871.pgm,10000,65536,45984,70.166,0.06225,0.075546,59.3487,0.999827
8872.pgm,10000,65536,38544,58.8135,0.0427,0.076096,59.3172,0.999831
8873.pgm,10000,65536,50672,77.3193,0.03639,0.075165,59.3707,0.999888
8874.pgm,10000,65536,32208,49.1455,0.03119,0.077209,59.2541,0.999801
8875.pgm,10000,65536,39280,59.9365,0.03457,0.074539,59.407,0.999845
8876.pgm,10000,65536,29392,44.8486,0.03219,0.07634,59.3033,0.999852
8877.pgm,10000,65536,21584,32.9346,0.03428,0.076019,59.3216,0.999777
8878.pgm,10000,65536,29616,45.1904,0.06081,0.076752,59.2799,0.999777
8879.pgm,10000,65536,47408,72.3389,0.15196,0.07756,59.2344,0.999879
8880.pgm,10000,65536,32976,50.3174,0.05954,0.076279,59.3068,0.99991
8887.pgm,10000,65536,17536,26.7578,0.0451,0.076904,59.2713,0.999598
8889.pgm,10000,65536,16112,24.585,0.0334,0.074829,59.3901,0.999696
8890.pgm,10000,65536,17632,26.9043,0.03057,0.076553,59.2912,0.99971
8891.pgm,10000,65536,41760,63.7207,0.03409,0.076599,59.2886,0.999881
8892.pgm,10000,65536,39008,59.5215,0.03028,0.076859,59.2739,0.999851
8893.pgm,10000,65536,24960,38.0859,0.02665,0.075729,59.3382,0.999836
8894.pgm,10000,65536,33376,50.9277,0.02672,0.076904,59.2713,0.999801
8895.pgm,10000,65536,24032,36.6699,0.0309,0.07663,59.2868,0.999751
8896.pgm,10000,65536,38688,59.0332,0.04718,0.07457,59.4052,0.999897
8897.pgm,10000,65536,36944,56.3721,0.17796,0.074936,59.3839,0.999867
8898.pgm,10000,65536,44288,67.5781,0.03948,0.076141,59.3146,0.999882
8899.pgm,10000,65536,63296,96.582,0.02754,0.076859,59.2739,0.999894
8900.pgm,10000,65536,53888,82.2266,0.02327,0.076004,59.3224,0.99988
8901.pgm,10000,65536,22288,34.0088,0.01842,0.075775,59.3355,0.999803
8902.pgm,10000,65536,14048,21.4355,0.01713,0.076492,59.2946,0.999741
8903.pgm,10000,65536,37680,57.4951,0.02024,0.075745,59.3373,0.999777
8904.pgm,10000,65536,34096,52.0264,0.01927,0.076538,59.292,0.999812
8905.pgm,10000,65536,51552,78.6621,0.02523,0.074921,59.3848,0.999849
8906.pgm,10000,65536,46832,71.46,0.03301,0.075989,59.3233,0.999868
8907.pgm,10000,65536,61776,94.2627,0.21049,0.077011,59.2653,0.999899
8908.pgm,10000,65536,34096,52.0264,0.04022,0.076843,59.2747,0.999911
8909.pgm,10000,65536,43056,65.6982,0.02664,0.075455,59.3539,0.999843
8910.pgm,10000,65536,55888,85.2783,0.02279,0.075043,59.3777,0.999869
8911.pgm,10000,65536,58592,89.4043,0.02485,0.076111,59.3163,0.999877
8912.pgm,10000,65536,57328,87.4756,0.0226,0.075806,59.3338,0.999859
8913.pgm,10000,65536,34080,52.002,0.02006,0.076157,59.3137,0.999871
8914.pgm,10000,65536,25696,39.209,0.02256,0.074677,59.399,0.999855
8915.pgm,10000,65536,25056,38.2324,0.02575,0.076889,59.2722,0.999902
8916.pgm,10000,65536,56640,86.4258,0.0366,0.077271,59.2507,0.999893
8917.pgm,10000,65536,37184,56.7383,0.04062,0.07634,59.3033,0.999844
8918.pgm,10000,65536,56880,86.792,0.06916,0.07547,59.3531,0.999885
8919.pgm,10000,65536,41280,62.9883,0.0947,0.076828,59.2756,0.999857
8920.pgm,10000,65536,59792,91.2354,0.07313,0.076736,59.2808,0.999911
8921.pgm,10000,65536,61728,94.1895,0.05547,0.075241,59.3663,0.999946
8922.pgm,10000,65536,35840,54.6875,0.0494,0.075394,59.3575,0.999874
8923.pgm,10000,65536,33776,51.5381,0.04167,0.076767,59.2791,0.999876
8924.pgm,10000,65536,47216,72.0459,0.04262,0.075775,59.3355,0.999823
8925.pgm,10000,65536,24288,37.0605,0.03829,0.077972,59.2114,0.999854
8926.pgm,10000,65536,32144,49.0479,0.04139,0.076721,59.2817,0.999879
8927.pgm,10000,65536,40352,61.5723,0.21177,0.075623,59.3443,0.999802
8928.pgm,10000,65536,34928,53.2959,0.04341,0.076126,59.3155,0.999871
8929.pgm,10000,65536,51664,78.833,0.02849,0.075302,59.3627,0.999864
8930.pgm,10000,65536,42512,64.8682,0.02153,0.075882,59.3294,0.99981
8931.pgm,10000,65536,50832,77.5635,0.02015,0.076828,59.2756,0.999836
8932.pgm,10000,65536,48320,73.7305,0.02364,0.076111,59.3163,0.999818
8933.pgm,10000,65536,56400,86.0596,0.0255,0.075989,59.3233,0.999882
8934.pgm,10000,65536,40160,61.2793,0.02905,0.077255,59.2515,0.999796
8935.pgm,10000,65536,30096,45.9229,0.02472,0.077225,59.2532,0.999686
8936.pgm,10000,65536,28112,42.8955,0.02639,0.074997,59.3804,0.999882
8937.pgm,10000,65536,21056,32.1289,0.02769,0.075516,59.3504,0.99986
8938.pgm,10000,65536,27392,41.7969,0.16437,0.075867,59.3303,0.999859
8939.pgm,10000,65536,21504,32.8125,0.08676,0.075699,59.3399,0.999798
8940.pgm,10000,65536,42608,65.0146,0.0957,0.076035,59.3207,0.999897
8941.pgm,10000,65536,32208,49.1455,0.02268,0.076035,59.3207,0.999893
8942.pgm,10000,65536,44448,67.8223,0.03303,0.075928,59.3268,0.999831
8943.pgm,10000,65536,35616,54.3457,0.03868,0.075882,59.3294,0.99977
8944.pgm,10000,65536,32864,50.1465,0.03862,0.076599,59.2886,0.999806
8945.pgm,10000,65536,21648,33.0322,0.03372,0.076279,59.3068,0.999799
8946.pgm,10000,65536,51024,77.8564,0.03694,0.077316,59.2481,0.99965
8947.pgm,10000,65536,37024,56.4941,0.03972,0.075455,59.3539,0.999842
8948.pgm,10000,65536,55440,84.5947,0.04207,0.076248,59.3085,0.999799
8949.pgm,10000,65536,46720,71.2891,0.04545,0.076004,59.3224,0.999824
8950.pgm,10000,65536,18976,28.9551,0.03679,0.077255,59.2515,0.999871
8951.pgm,10000,65536,32128,49.0234,0.03042,0.077225,59.2532,0.999863
8953.pgm,10000,65536,50528,77.0996,0.0502,0.075455,59.3539,0.999868
8954.pgm,10000,65536,46384,70.7764,0.04072,0.077667,59.2284,0.999849
8955.pgm,10000,65536,55824,85.1807,0.04801,0.0755,59.3513,0.999839
8956.pgm,10000,65536,33792,51.5625,0.04599,0.075592,59.346,0.999806
8957.pgm,10000,65536,21392,32.6416,0.04455,0.075928,59.3268,0.999799
8958.pgm,10000,65536,21808,33.2764,0.0458,0.076035,59.3207,0.999808
8959.pgm,10000,65536,30032,45.8252,0.05068,0.076508,59.2938,0.999747
8960.pgm,10000,65536,32432,49.4873,0.0401,0.075897,59.3285,0.999753
8961.pgm,10000,65536,25616,39.0869,0.03648,0.076843,59.2747,0.999711
8962.pgm,10000,65536,36976,56.4209,0.0349,0.075821,59.3329,0.99979
8963.pgm,10000,65536,53104,81.0303,0.03502,0.076645,59.286,0.999817
8964.pgm,10000,65536,22496,34.3262,0.02663,0.077484,59.2387,0.999728
8965.pgm,10000,65536,52336,79.8584,0.02906,0.076279,59.3068,0.99981
8966.pgm,10000,65536,53824,82.1289,0.02685,0.076492,59.2946,0.999853
8967.pgm,10000,65536,38304,58.4473,0.02768,0.075287,59.3636,0.999762
8968.pgm,10000,65536,38368,58.5449,0.02939,0.076019,59.3216,0.999714
8969.pgm,10000,65536,31024,47.3389,0.0331,0.076431,59.2981,0.999587
8970.pgm,10000,65536,36192,55.2246,0.04152,0.076202,59.3111,0.999817
8971.pgm,10000,65536,43632,66.5771,0.04269,0.07515,59.3715,0.999869
8972.pgm,10000,65536,31840,48.584,0.03748,0.075943,59.3259,0.999818
8973.pgm,10000,65536,51344,78.3447,0.05081,0.077286,59.2498,0.999897
8974.pgm,10000,65536,51344,78.3447,0.06416,0.075378,59.3583,0.999858
8975.pgm,10000,65536,41776,63.7451,0.07416,0.07637,59.3016,0.999646
8976.pgm,10000,65536,45360,69.2139,0.06564,0.077652,59.2293,0.99973
8977.pgm,10000,65536,20992,32.0312,0.04179,0.076279,59.3068,0.999763
8978.pgm,10000,65536,29488,44.9951,0.03399,0.07666,59.2851,0.999879
8979.pgm,10000,65536,39264,59.9121,0.03182,0.075134,59.3724,0.999905
8980.pgm,10000,65536,40192,61.3281,0.02701,0.076004,59.3224,0.999794
8981.pgm,10000,65536,41056,62.6465,0.02454,0.077194,59.255,0.999776
8982.pgm,10000,65536,38416,58.6182,0.02981,0.076355,59.3024,0.99976
8983.pgm,10000,65536,20080,30.6396,0.02473,0.077179,59.2558,0.999552
8984.pgm,10000,65536,23952,36.5479,0.02192,0.075943,59.3259,0.999728
8985.pgm,10000,65536,14832,22.6318,0.01878,0.077347,59.2464,0.999552
8987.pgm,10000,65536,43328,66.1133,0.0215,0.077393,59.2438,0.999889
8988.pgm,10000,65536,55696,84.9854,0.02164,0.076584,59.2894,0.99993
8989.pgm,10000,65536,53744,82.0068,0.02921,0.075027,59.3786,0.99988
8990.pgm,10000,65536,53504,81.6406,0.02665,0.07634,59.3033,0.999849
8991.pgm,10000,65536,57584,87.8662,0.02794,0.07663,59.2868,0.999903
8992.pgm,10000,65536,56528,86.2549,0.03002,0.076202,59.3111,0.999796
8993.pgm,10000,65536,20160,30.7617,0.02334,0.076218,59.3102,0.999745
8994.pgm,10000,65536,34768,53.0518,0.0263,0.075989,59.3233,0.99978
8995.pgm,10000,65536,47648,72.7051,0.02776,0.075317,59.3619,0.999809
8996.pgm,10000,65536,32192,49.1211,0.02395,0.074387,59.4159,0.999782
8997.pgm,10000,65536,40784,62.2314,0.02326,0.076859,59.2739,0.999772
8998.pgm,10000,65536,45264,69.0674,0.02172,0.075745,59.3373,0.999841
8999.pgm,10000,65536,60688,92.6025,0.02047,0.077881,59.2165,0.999897
9000.pgm,10000,65536,61552,93.9209,0.02647,0.076309,59.305,0.999816
9001.pgm,10000,65536,41632,63.5254,0.02881,0.076035,59.3207,0.999785
9002.pgm,10000,65536,24048,36.6943,0.02479,0.076691,59.2834,0.999863
9003.pgm,10000,65536,21152,32.2754,0.02295,0.076172,59.3129,0.999895
9004.pgm,10000,65536,47808,72.9492,0.03027,0.075989,59.3233,0.999815
9005.pgm,10000,65536,34096,52.0264,0.0275,0.076477,59.2955,0.999872
9006.pgm,10000,65536,20624,31.4697,0.02466,0.075745,59.3373,0.999784
9007.pgm,10000,65536,36624,55.8838,0.02737,0.076263,59.3076,0.999865
9008.pgm,10000,65536,27680,42.2363,0.02403,0.076843,59.2747,0.999827
9009.pgm,10000,65536,32384,49.4141,0.0225,0.076096,59.3172,0.999767
9010.pgm,10000,65536,20720,31.6162,0.02105,0.076309,59.305,0.999754
9011.pgm,10000,65536,12208,18.6279,0.01835,0.076294,59.3059,0.999748
9012.pgm,10000,65536,19552,29.834,0.02437,0.076538,59.292,0.999829
9013.pgm,10000,65536,55440,84.5947,0.0312,0.076736,59.2808,0.999831
9014.pgm,10000,65536,52224,79.6875,0.03352,0.076111,59.3163,0.999726
9015.pgm,10000,65536,17888,27.2949,0.02504,0.075272,59.3645,0.999786
9016.pgm,10000,65536,52640,80.3223,0.02898,0.075989,59.3233,0.999834
9017.pgm,10000,65536,46576,71.0693,0.02875,0.075638,59.3434,0.99986
9018.pgm,10000,65536,48400,73.8525,0.02891,0.076202,59.3111,0.999843
